"ID Number,Student Name,Department,Year,Percentage,Local Hackathons Participated,Local Hackathons Won,Paper Presentations,National Level Hackathons participated,National Level Hackathons Won,Certifications,R&D Work Rating,Social Interactions,Paper Publications"
"21091A0275,Donald Romero,EEE,4,20.15,4,2,3,4,3,4,3,4,18"
"23091A0764,Eric Good,Mech,2,69.9,30,4,4,2,3,0,1,10,10"
"22091A3319,Karen James,AIML,3,47.44,18,4,10,0,2,26,1,1,0"
"22091A3455,Alisha Avila,Business Systems,3,38.88,13,0,4,2,4,25,2,2,8"
"21091A0187,Emily Cantu,Civil,4,4.63,24,10,9,3,5,14,1,2,11"
"23091A0533,Benjamin Clark,CSE,2,40.77,21,1,1,4,1,29,3,10,12"
"22091A0569,Scott Garcia,CSE,3,7.12,22,6,3,1,5,17,4,4,12"
"21091A0293,Tony Carter,EEE,4,4.14,20,5,1,5,4,29,2,6,8"
"23091A3275,James Torres,DS,2,69.48,19,5,0,1,2,15,2,1,24"
"23091A323,Susan Duffy,DS,2,81.77,11,2,5,2,1,9,3,4,30"
"21091A3397,Kevin James,AIML,4,75.77,12,0,4,1,4,26,4,10,28"
"21091A0534,Clinton Cordova,CSE,4,7.65,19,4,10,2,0,23,3,3,11"
"24091A0152,Brandon Skinner,Civil,1,41.24,30,4,0,4,2,27,4,9,8"
"22091A3396,Debbie Brown,AIML,3,43.94,23,3,5,3,4,24,1,6,29"
"24091A3252,Jenna Mcconnell,DS,1,49.31,9,9,4,3,5,0,5,9,3"
"23091A0263,Alexandra West DDS,EEE,2,78.97,4,6,3,4,0,12,1,8,27"
"23091A0732,Cheryl Sanchez,Mech,2,38.51,26,5,7,0,3,16,3,8,6"
"24091A0795,Michael Martin,Mech,1,24.5,15,1,0,0,0,16,2,10,0"
"21091A0192,Mitchell Horton,Civil,4,3.23,19,9,8,0,1,28,1,0,12"
"22091A3220,Troy Howard,DS,3,9.24,7,1,4,3,4,7,4,7,6"
"22091A0572,Larry Price,CSE,3,20.13,19,5,6,1,3,30,1,6,7"
"21091A349,Christopher Park,Business Systems,4,81.17,24,3,6,4,4,11,1,10,30"
"22091A0745,Justin Rose,Mech,3,25.32,19,8,0,4,4,26,4,0,15"
"21091A3226,Sean Robertson,DS,4,99.95,2,0,0,0,5,13,1,3,17"
"24091A0752,Miranda Johnson,Mech,1,18.8,3,3,4,2,0,17,4,10,11"
"23091A0766,Christopher Anderson,Mech,2,51.09,1,0,0,0,1,1,5,5,13"
"24091A0134,Vernon Green,Civil,1,74.62,25,10,10,5,3,17,3,0,15"
"23091A3281,Edwin Smith,DS,2,33.78,7,3,1,2,2,27,1,4,26"
"24091A0717,Kurt Weaver,Mech,1,78.58,2,9,2,4,5,29,3,0,10"
"24091A3360,Allison Douglas,AIML,1,53.64,9,4,7,4,0,12,3,5,17"
"21091A0720,Peter Thomas,Mech,4,93.01,1,4,6,4,4,23,2,6,26"
"22091A3349,Johnny Lopez,AIML,3,2.6,27,9,3,0,1,16,2,4,1"
"22091A346,Holly Kelley,Business Systems,3,4.87,9,2,4,0,3,19,4,7,6"
"21091A3497,Savannah Zamora,Business Systems,4,10.55,6,8,1,5,0,3,3,1,26"
"22091A072,Ashley Gonzalez,Mech,3,25.28,12,7,9,5,4,0,3,4,0"
"22091A0712,Brittany Austin,Mech,3,31.19,18,0,8,1,4,12,2,7,12"
"22091A0280,Kenneth Lynch,EEE,3,94.21,13,1,10,2,1,22,4,1,26"
"22091A0546,Mary Levine,CSE,3,57.14,22,10,0,2,2,20,5,10,2"
"23091A3316,Christopher Edwards,AIML,2,62.55,3,3,0,5,1,19,3,3,23"
"22091A0112,Erin Holt,Civil,3,7.91,29,9,6,3,3,5,4,5,23"
"24091A0133,Kevin Reeves,Civil,1,39.57,29,0,0,1,5,12,1,6,14"
"22091A0542,Kaitlyn Boyd,CSE,3,48.97,13,9,4,4,4,20,5,5,21"
"21091A3429,Lauren Martin,Business Systems,4,3.47,11,6,6,3,0,1,5,9,5"
"24091A0282,Jonathan Lamb,EEE,1,0.92,1,8,8,0,4,27,2,1,29"
"21091A014,Melissa Hutchinson,Civil,4,91.3,4,6,4,3,1,14,2,3,23"
"22091A3273,Julie Huang,DS,3,32.83,30,4,10,1,1,21,2,7,16"
"23091A0572,Brent Jordan,CSE,2,3.81,30,0,6,4,2,25,4,7,2"
"24091A0212,Jennifer Johnson,EEE,1,61.68,12,0,1,5,1,21,2,4,3"
"23091A3472,Jeremy Owens,Business Systems,2,95.93,7,10,0,1,1,9,3,7,1"
"23091A0291,Maria Vasquez,EEE,2,75.83,20,8,2,3,3,5,2,9,30"
"21091A0184,Susan Johnson,Civil,4,7.08,11,7,0,0,2,8,3,3,23"
"23091A053,Kevin Sutton,CSE,2,4.38,4,7,4,0,1,29,1,3,3"
"24091A338,Sabrina Hancock,AIML,1,3.35,11,10,9,4,3,18,1,0,8"
"21091A3392,Maria Miller,AIML,4,90.78,22,9,1,3,5,28,2,7,5"
"24091A013,Nicholas Meadows,Civil,1,92.9,10,4,2,4,4,10,5,8,21"
"22091A3312,Beverly Johnson,AIML,3,11.03,6,4,10,1,1,16,2,3,21"
"21091A3396,Jasmine Ali,AIML,4,28.43,4,1,2,5,5,25,1,3,13"
"21091A075,Gary Mitchell,Mech,4,22.04,26,0,1,1,1,23,2,10,1"
"22091A0227,Anna Terry,EEE,3,43.46,26,5,9,1,4,12,4,2,0"
"24091A0722,Jimmy Simpson,Mech,1,55.8,26,3,8,1,2,4,1,9,8"
"23091A0280,Jennifer Parks,EEE,2,83.05,1,10,5,0,3,20,1,3,26"
"21091A0745,Andrew Vasquez,Mech,4,91.1,29,2,10,2,1,6,2,6,23"
"23091A3499,Curtis Cook,Business Systems,2,8.92,17,1,9,2,1,4,1,3,17"
"24091A3247,Richard Bell,DS,1,93.34,11,6,7,1,2,8,5,2,19"
"23091A3440,Denise Schultz,Business Systems,2,1.2,20,5,9,4,3,24,4,6,14"
"23091A0564,Brittney Ward,CSE,2,76.62,27,4,4,5,5,4,2,1,24"
"22091A3299,Kristine Wright,DS,3,43.52,0,9,7,0,3,12,4,5,28"
"22091A0232,Ryan Cooper,EEE,3,51.62,24,2,10,1,4,21,2,8,27"
"21091A338,Todd Frey,AIML,4,30.04,20,3,8,1,4,5,5,6,28"
"24091A0162,Mark Henson MD,Civil,1,97.52,20,0,10,4,1,16,5,8,25"
"22091A0160,Gary Gutierrez,Civil,3,33.75,8,7,1,2,5,4,2,10,17"
"23091A077,Steven Rosales,Mech,2,97.18,18,1,7,1,2,1,5,0,26"
"24091A0283,Sean Stark,EEE,1,85.89,21,8,10,4,3,7,5,7,12"
"21091A3361,Derek Ruiz,AIML,4,81.41,13,2,1,1,3,5,2,10,21"
"21091A0279,Matthew Andrews,EEE,4,77.61,12,4,3,3,2,5,4,8,6"
"24091A3482,George Brown,Business Systems,1,76.34,12,5,9,2,3,21,2,1,22"
"22091A0230,Deborah Wright,EEE,3,66.23,10,2,4,5,5,30,1,3,3"
"24091A0248,Amy Harris,EEE,1,51.04,0,1,3,3,5,2,5,10,28"
"23091A0512,Michael Terry,CSE,2,89.68,15,0,9,4,2,0,2,2,11"
"22091A0214,Mark Wilson,EEE,3,14.39,19,3,6,5,2,19,4,2,16"
"22091A0182,Ernest Richardson,Civil,3,96.43,7,3,0,1,0,23,5,6,17"
"23091A0264,Mr. Charles Mcintyre III,EEE,2,0.96,4,9,9,0,0,12,3,5,12"
"21091A3352,Christina Smith,AIML,4,93.68,3,7,7,5,2,22,4,2,19"
"21091A0595,Andrew Gonzales,CSE,4,45.88,24,9,0,5,1,1,4,8,27"
"23091A0775,Lisa Coleman,Mech,2,22.23,6,7,1,0,4,10,4,8,24"
"22091A0772,Carla Lamb,Mech,3,96.81,10,1,7,5,4,10,4,10,18"
"22091A0513,Carrie Long,CSE,3,24.82,18,4,9,2,3,26,5,5,23"
"23091A0751,Matthew Buchanan,Mech,2,1.16,7,8,2,4,1,10,1,2,11"
"23091A3289,Scott Parker,DS,2,3.93,14,7,2,0,1,18,3,2,24"
"22091A0161,Nicholas Harper,Civil,3,83.73,11,8,8,4,5,11,1,8,18"
"22091A0226,Brittany Cruz,EEE,3,52.58,1,3,0,1,3,19,3,10,0"
"21091A0128,Joseph Cunningham,Civil,4,87.68,14,2,8,3,1,10,1,10,1"
"21091A0127,Christina Johnson,Civil,4,93.0,22,8,4,4,4,2,1,1,6"
"22091A3229,Timothy Lambert,DS,3,5.79,3,0,10,3,3,12,5,7,4"
"22091A3361,Jennifer Brown,AIML,3,58.78,8,3,1,2,4,24,5,5,24"
"24091A3497,David Gonzales,Business Systems,1,64.25,6,10,5,5,4,12,2,10,9"
"24091A3384,Darren Vazquez,AIML,1,76.74,12,2,5,5,2,18,5,0,25"
"21091A0176,Jose Roberts,Civil,4,71.32,7,7,9,2,4,5,2,0,1"
"24091A3394,Emma Pearson,AIML,1,77.82,21,6,1,5,4,12,5,2,24"
"23091A0772,Roy Rice,Mech,2,48.33,2,4,2,2,4,20,5,2,10"
"23091A0296,Christopher Miller,EEE,2,88.76,13,10,9,3,4,19,4,7,7"
"23091A3442,Paula Turner,Business Systems,2,0.36,28,5,3,0,2,29,1,0,30"
"21091A3292,Philip Kennedy,DS,4,59.07,9,9,1,0,1,2,4,3,0"
"23091A3391,Johnathan Sampson,AIML,2,55.88,19,4,1,1,4,15,5,4,25"
"21091A3234,Catherine Welch,DS,4,36.58,14,3,10,4,5,28,3,5,10"
"21091A3398,Felicia Adams,AIML,4,52.89,9,7,1,3,5,23,5,9,20"
"24091A3382,John Hayes,AIML,1,80.46,26,8,2,0,4,24,5,3,14"
"21091A348,David Williams,Business Systems,4,42.7,9,0,0,4,3,1,3,8,4"
"24091A0584,Alicia Wood,CSE,1,18.61,17,2,4,0,1,20,1,8,26"
"24091A3423,Michael Rivas,Business Systems,1,32.23,7,5,8,5,0,17,4,7,17"
"22091A026,Travis Thomas,EEE,3,30.73,26,6,7,0,4,11,4,6,20"
"24091A3272,Luis Green,DS,1,71.37,8,5,7,5,4,9,5,8,19"
"22091A329,Leslie Davis,DS,3,94.66,2,8,5,2,3,21,1,6,15"
"23091A0157,Brian Anderson,Civil,2,47.17,14,10,1,1,4,6,4,6,10"
"24091A3339,Keith Ellis,AIML,1,35.51,14,2,5,2,1,21,4,1,16"
"21091A3334,Jason Blankenship,AIML,4,3.37,17,9,9,3,4,8,2,1,12"
"24091A3282,Adam Jones,DS,1,82.26,0,0,10,0,4,8,4,4,29"
"24091A0278,Tyler Moore,EEE,1,26.48,5,1,7,4,2,7,3,6,23"
"22091A0755,Manuel Dodson,Mech,3,70.44,15,2,9,1,5,16,5,3,8"
"22091A3461,Roger Garcia,Business Systems,3,64.15,17,5,7,4,1,13,1,6,18"
"24091A0160,Gregory Ryan,Civil,1,64.08,22,3,1,1,4,11,2,6,10"
"23091A3428,Teresa Massey,Business Systems,2,71.92,18,9,7,4,2,18,3,1,5"
"21091A0586,Mark Savage,CSE,4,76.91,12,1,8,0,1,2,5,8,29"
"22091A025,Roy Hunter,EEE,3,69.72,10,0,10,3,5,9,5,10,16"
"23091A3445,Bobby Miller,Business Systems,2,67.18,1,2,4,3,5,8,1,7,2"
"21091A3222,Lindsay Anthony,DS,4,39.82,17,7,8,0,3,8,5,2,11"
"24091A321,Rachel Martin,DS,1,85.75,18,0,7,1,0,6,5,0,2"
"22091A0138,Dr. Cheryl Lee,Civil,3,22.64,15,2,10,4,2,14,1,0,25"
"23091A3359,Kevin Hernandez,AIML,2,72.75,17,6,5,1,3,29,3,7,20"
"23091A3439,Benjamin Sharp,Business Systems,2,37.25,26,9,4,2,3,28,2,9,18"
"22091A0526,Jamie Terry,CSE,3,93.92,5,0,9,0,3,29,3,4,2"
"22091A0299,Brenda Gilbert,EEE,3,47.21,28,3,5,3,3,9,3,9,5"
"24091A3348,Tyler Hahn,AIML,1,48.77,12,2,1,5,0,25,5,6,20"
"23091A3411,Heather Brock,Business Systems,2,57.68,29,6,0,4,5,28,3,3,1"
"23091A3491,James Bell,Business Systems,2,74.0,23,6,5,5,3,4,4,4,29"
"23091A0217,Jeffrey Beard Jr.,EEE,2,11.54,3,0,8,1,5,30,5,9,0"
"23091A0788,Michael Scott,Mech,2,13.7,11,4,1,0,5,26,4,0,13"
"24091A0736,Stephanie Nichols,Mech,1,89.73,15,5,1,5,0,13,5,0,25"
"21091A0273,Kevin Smith,EEE,4,7.86,17,4,8,2,4,19,3,8,3"
"22091A3415,Leonard Lopez,Business Systems,3,84.39,23,0,5,3,1,16,2,1,8"
"22091A3391,Dr. Sally Glover,AIML,3,66.56,11,4,6,4,4,29,3,4,5"
"24091A3427,Victoria Orr,Business Systems,1,38.08,9,6,9,1,3,5,4,9,3"
"24091A0735,Connor Hardy,Mech,1,20.06,28,8,10,1,0,19,1,2,15"
"22091A3433,Amber Smith,Business Systems,3,45.08,1,8,0,4,3,25,2,0,25"
"23091A322,John Garcia,DS,2,88.82,28,2,4,2,5,22,4,9,8"
"24091A333,Susan Hinton,AIML,1,48.24,15,2,10,2,2,7,3,2,18"
"24091A332,Mr. Benjamin Johnson,AIML,1,66.26,14,2,9,4,2,5,2,0,6"
"23091A0717,Julie Christensen,Mech,2,12.03,10,2,2,1,2,11,2,10,14"
"21091A0549,Kelly Brooks,CSE,4,17.64,3,7,1,5,2,0,2,5,3"
"21091A0599,Juan Kelley,CSE,4,70.64,2,4,2,1,1,4,3,10,11"
"22091A0292,Michelle Ellis,EEE,3,27.64,25,7,3,0,3,16,3,4,6"
"23091A0233,David Carrillo,EEE,2,59.3,30,9,0,0,0,13,1,10,12"
"21091A3462,Nicholas Pacheco,Business Systems,4,54.35,29,7,8,0,1,6,1,3,15"
"23091A0282,Steven Vincent,EEE,2,83.2,26,0,9,0,5,28,2,9,3"
"23091A0551,Nicole Keller,CSE,2,73.92,18,10,8,5,4,19,4,10,28"
"23091A3390,Paul Thomas,AIML,2,81.67,25,6,10,0,3,17,1,5,30"
"23091A0533,Nicole Gonzalez,CSE,2,22.84,24,6,3,3,0,13,5,7,4"
"23091A0514,Victoria Davis,CSE,2,29.46,11,9,4,1,0,13,4,9,20"
"23091A0763,Anthony Graham,Mech,2,96.09,1,10,3,1,1,9,1,3,5"
"23091A0580,Ralph Evans,CSE,2,63.02,6,9,1,4,2,30,5,2,5"
"23091A3370,Tara Molina,AIML,2,57.09,23,4,6,3,2,29,5,10,22"
"22091A3377,Erica Riley,AIML,3,31.46,11,1,8,5,3,30,5,10,2"
"21091A0739,Carolyn Arellano,Mech,4,98.01,18,7,4,2,0,8,2,6,23"
"21091A0598,Taylor Warren,CSE,4,69.04,14,1,5,1,3,9,3,5,10"
"24091A0279,Scott Mckinney,EEE,1,69.78,27,0,8,4,0,27,5,2,28"
"24091A0193,Elizabeth Thompson,Civil,1,81.74,25,1,7,0,2,30,4,5,30"
"23091A0187,Shawn Schmitt,Civil,2,50.6,5,3,3,1,5,16,5,8,28"
"21091A075,Derek Maynard,Mech,4,56.65,17,7,7,1,4,26,4,1,20"
"21091A3327,Katherine Hansen,AIML,4,89.5,18,10,8,5,1,22,3,2,24"
"23091A3497,Scott Lucas,Business Systems,2,50.79,24,10,9,5,1,14,1,2,12"
"22091A0786,Kristi Hancock,Mech,3,91.76,5,10,0,0,2,7,4,8,11"
"21091A0147,Omar Peters,Civil,4,93.59,30,7,5,5,3,28,2,3,8"
"23091A0160,Marco Smith,Civil,2,22.09,29,2,2,4,0,2,1,4,7"
"23091A076,Jose Garcia,Mech,2,74.22,26,0,5,1,1,13,4,6,20"
"23091A3456,Joyce Williams,Business Systems,2,20.95,26,5,1,0,2,7,1,9,4"
"22091A3264,Andrew Ramirez,DS,3,23.36,13,8,9,3,4,29,2,8,30"
"22091A0510,Edwin Strickland,CSE,3,50.06,2,5,10,0,3,1,3,4,7"
"23091A3312,Jonathan Vance,AIML,2,81.35,10,3,7,5,1,24,5,4,1"
"21091A3298,Ashley Parker,DS,4,28.04,12,10,3,0,2,1,4,2,19"
"22091A0287,David Harris,EEE,3,88.9,5,2,9,3,4,30,2,7,19"
"24091A3363,Danielle Aguirre,AIML,1,78.93,22,2,7,3,3,29,4,1,22"
"24091A3417,Dennis Weeks,Business Systems,1,86.7,10,5,4,5,2,5,5,5,14"
"21091A0559,Megan Hawkins,CSE,4,39.76,13,8,3,4,4,2,2,5,4"
"23091A3498,Christopher Yoder,Business Systems,2,61.75,8,1,2,0,5,26,5,10,20"
"23091A0723,Dana Best,Mech,2,84.57,19,7,6,5,4,6,3,5,19"
"21091A0567,Matthew Pham,CSE,4,67.56,17,9,4,1,5,15,3,2,13"
"21091A3219,Jennifer Dean,DS,4,19.07,5,1,0,1,4,27,5,2,9"
"21091A3438,Matthew Nelson,Business Systems,4,11.39,30,9,7,5,1,9,1,6,13"
"21091A0218,Nancy Logan,EEE,4,31.02,2,5,3,5,4,3,2,8,23"
"22091A3335,David Jackson,AIML,3,17.68,30,10,7,5,1,25,3,10,29"
"22091A0532,Daniel Garcia,CSE,3,18.63,9,0,8,3,2,15,4,8,28"
"22091A019,Samuel Ortiz,Civil,3,67.08,30,7,3,5,1,5,1,0,0"
"24091A3326,Mary Griffin,AIML,1,86.12,3,10,1,3,4,7,2,6,19"
"22091A0120,Shirley Thompson,Civil,3,47.1,8,10,4,3,3,3,5,2,6"
"21091A053,Kim Mendoza PhD,CSE,4,35.2,5,3,10,4,5,12,5,7,1"
"23091A0518,Angel Brown,CSE,2,73.44,25,9,1,3,1,8,1,3,29"
"24091A0272,Cory Paul,EEE,1,3.24,2,2,7,2,2,4,2,1,21"
"24091A0123,Todd Logan,Civil,1,91.17,30,3,5,1,4,11,5,10,20"
"23091A0118,Maria Myers,Civil,2,59.11,6,0,10,5,0,14,3,6,0"
"21091A0511,George Brown,CSE,4,68.73,22,6,6,4,3,21,5,4,11"
"21091A0553,Lauren Johnson,CSE,4,51.84,0,5,8,4,5,12,2,6,1"
"23091A3254,Alison Howard,DS,2,91.99,27,5,3,3,4,10,3,10,22"
"21091A0127,Rachael Reed,Civil,4,19.55,0,10,9,4,1,7,3,8,8"
"23091A0158,Christopher Howell,Civil,2,46.14,2,2,4,1,5,26,4,7,17"
"24091A3312,Jessica Doyle,AIML,1,69.05,11,9,6,1,2,27,3,6,23"
"22091A3223,Nathan Beck,DS,3,76.12,4,5,8,3,3,17,1,2,20"
"24091A3499,Latoya Gregory,Business Systems,1,45.55,2,7,1,3,1,25,3,3,6"
"24091A338,Joshua Pierce,AIML,1,57.33,0,10,3,0,0,1,2,0,22"
"22091A0157,Juan Barry,Civil,3,77.71,21,3,4,3,4,4,2,10,12"
"21091A3284,Jeffrey Nichols MD,DS,4,42.64,12,8,9,3,2,23,5,8,21"
"21091A0219,Sharon Mueller,EEE,4,10.59,14,0,1,3,0,5,5,7,16"
"22091A0758,Claudia Carter,Mech,3,61.41,20,9,3,2,5,16,2,10,9"
"24091A3248,Donna Leonard,DS,1,45.24,29,6,0,2,3,0,2,3,8"
"21091A3336,Jimmy Sherman,AIML,4,77.69,12,4,1,4,4,20,5,9,0"
"24091A0241,Abigail Snyder,EEE,1,9.21,25,7,10,5,2,19,1,0,19"
"24091A024,Victoria Martinez,EEE,1,28.61,27,3,7,4,5,24,4,1,9"
"22091A0130,Kimberly Barnett,Civil,3,89.44,2,6,1,2,2,18,5,1,11"
"24091A3450,Brian Vargas,Business Systems,1,0.99,0,7,1,2,4,2,5,8,17"
"22091A3251,Gregg Weeks,DS,3,6.98,10,0,3,2,0,29,4,10,25"
"24091A0754,Jonathan Garrett,Mech,1,60.99,4,10,3,1,1,15,4,6,19"
"22091A0272,Cheryl Byrd,EEE,3,83.05,20,0,8,1,2,3,2,1,26"
"22091A3391,Kevin Shields,AIML,3,85.77,5,8,3,2,5,3,4,4,10"
"21091A3393,Katie Mcdowell,AIML,4,94.2,2,5,3,3,0,22,1,2,8"
"24091A0262,Amanda Allison,EEE,1,51.65,17,0,7,2,2,14,1,10,10"
"23091A3338,Paula Porter DDS,AIML,2,68.49,18,9,6,3,2,19,2,7,10"
"22091A344,Toni Smith,Business Systems,3,71.79,22,3,5,1,2,29,1,10,30"
"23091A3250,Joseph Michael,DS,2,74.97,3,6,2,5,5,22,1,9,2"
"23091A3321,Michael Phillips,AIML,2,79.87,28,7,6,2,3,20,3,8,27"
"21091A024,Erica Douglas,EEE,4,89.27,27,10,0,0,1,2,4,0,19"
"24091A0581,Angela Boyd,CSE,1,30.04,16,10,7,1,0,26,5,8,0"
"24091A0561,Samantha Williams,CSE,1,73.18,1,3,5,4,0,7,1,1,0"
"22091A3223,Samuel Randolph MD,DS,3,96.7,17,10,8,0,0,14,1,2,13"
"23091A0726,Mr. Christopher Santiago,Mech,2,32.11,3,3,7,2,2,9,4,10,27"
"21091A0550,Dawn Taylor,CSE,4,8.3,5,9,9,5,0,17,1,4,12"
"23091A0250,Mark Robinson,EEE,2,0.57,5,7,0,1,0,5,1,2,16"
"23091A3214,John Smith,DS,2,1.81,7,2,4,4,5,12,5,6,10"
"24091A3325,Jeffrey Santos,AIML,1,67.92,12,6,5,5,2,21,1,8,26"
"21091A3219,Brenda Clay,DS,4,95.06,3,5,9,2,1,25,3,0,8"
"24091A3399,Jennifer Robbins,AIML,1,18.24,9,1,2,1,5,4,1,7,5"
"24091A332,Ellen Williams,AIML,1,93.13,8,4,6,4,5,29,4,0,4"
"23091A336,Samantha Krueger,AIML,2,67.29,22,9,1,3,0,23,1,5,9"
"23091A0187,Jessica French,Civil,2,15.6,15,0,1,2,5,24,5,1,13"
"23091A0297,Samuel Hawkins,EEE,2,35.79,22,5,6,5,4,15,3,10,4"
"22091A0523,Connie Holloway,CSE,3,83.48,17,9,6,1,2,11,4,8,17"
"22091A3499,Ashlee Alexander,Business Systems,3,94.84,10,3,3,1,0,6,4,0,17"
"24091A3337,Brian Diaz,AIML,1,87.88,27,0,3,4,3,21,5,5,5"
"24091A3351,Megan Carpenter,AIML,1,12.26,17,7,8,1,1,29,2,9,17"
"22091A0259,Krystal Sutton,EEE,3,15.16,16,8,3,4,0,16,2,1,10"
"23091A0253,Cody Tran,EEE,2,18.45,13,9,3,5,5,18,5,4,10"
"22091A0268,Eric Gallegos,EEE,3,3.78,13,2,9,1,0,12,4,10,30"
"23091A0286,Samantha Powers,EEE,2,2.15,10,4,2,3,4,5,4,6,7"
"21091A018,Michele Curry,Civil,4,15.01,28,10,2,1,2,6,5,9,9"
"21091A0575,Andrew Johnson Jr.,CSE,4,94.98,29,8,10,1,5,6,5,6,17"
"23091A0118,Mary Rodriguez,Civil,2,14.62,19,9,1,2,3,3,2,7,29"
"23091A0513,Donna Perez,CSE,2,45.26,15,6,5,0,4,27,3,4,13"
"21091A3483,Joshua Fuller,Business Systems,4,12.4,28,8,8,5,3,13,2,0,10"
"24091A0545,Mrs. Danielle Woods,CSE,1,53.26,2,9,2,3,0,23,1,6,3"
"23091A0151,Linda Conley,Civil,2,12.27,23,5,3,1,0,20,1,7,22"
"21091A3296,Nicholas Schmidt,DS,4,15.11,12,5,2,4,1,9,5,4,4"
"22091A3244,Christine Nunez,DS,3,36.71,5,9,0,5,3,20,5,4,30"
"21091A3343,Michael Moore,AIML,4,15.76,2,0,10,4,3,14,1,1,15"
"24091A3275,Jill Frederick,DS,1,9.48,16,10,1,5,1,17,4,4,28"
"21091A3293,Angela Wilson,DS,4,77.81,12,5,3,2,0,0,2,0,8"
"23091A3312,David Allen,AIML,2,32.03,13,5,5,1,1,9,3,5,2"
"21091A0130,Brenda Jordan,Civil,4,58.5,2,10,10,3,3,18,2,10,29"
"21091A0713,Scott Brooks,Mech,4,74.01,4,9,0,3,2,13,3,4,29"
"24091A0237,Mrs. Lori Harrington DVM,EEE,1,46.78,24,8,8,5,0,16,1,4,30"
"21091A0540,Michael Harvey,CSE,4,2.76,13,5,6,1,3,18,4,3,22"
"23091A0573,David Simmons,CSE,2,33.51,17,1,1,5,3,4,2,1,21"
"23091A0237,Rebekah Odom,EEE,2,89.55,14,5,5,0,4,28,2,10,25"
"23091A0755,Charles Bradley,Mech,2,80.98,7,6,8,1,5,12,1,10,13"
"23091A0546,Adam Graham,CSE,2,98.43,15,10,5,1,0,11,4,10,13"
"24091A344,Amy Vang,Business Systems,1,27.25,15,7,5,2,0,4,5,4,4"
"24091A3326,Debbie Mccoy,AIML,1,93.98,12,6,1,5,1,11,3,4,19"
"22091A0746,Jonathan Collins,Mech,3,68.31,30,6,1,2,5,26,3,5,21"
"24091A0737,Robert Murphy,Mech,1,7.89,0,9,5,5,2,8,4,10,15"
"23091A3234,Randall Dean,DS,2,98.6,30,7,3,1,1,13,2,5,26"
"21091A0565,Justin Ward,CSE,4,17.85,5,1,4,0,4,19,5,3,13"
"24091A0730,Brianna Gonzalez,Mech,1,74.35,13,3,3,1,2,12,5,5,14"
"24091A3384,Kara Kelley,AIML,1,26.46,12,6,10,5,5,16,1,10,2"
"24091A3278,Jeremy Chapman,DS,1,70.79,6,2,9,0,5,10,3,5,26"
"21091A3449,Melissa Poole,Business Systems,4,67.1,1,6,0,0,3,0,1,8,10"
"21091A3212,Erika Coffey,DS,4,86.22,4,9,6,2,5,9,3,3,23"
"21091A0118,Angela Middleton,Civil,4,68.63,26,10,0,2,2,2,5,6,4"
"21091A3284,Robert Reid,DS,4,85.52,8,7,4,5,2,5,4,10,8"
"24091A0238,Michael Berg,EEE,1,19.75,30,8,9,5,3,8,4,5,15"
"24091A3275,James Joyce,DS,1,20.61,26,10,6,2,3,30,3,5,0"
"21091A0512,Ms. Donna Carrillo,CSE,4,42.56,1,1,0,1,1,18,4,6,21"
"23091A0197,Megan Lowe,Civil,2,66.11,28,8,5,1,1,11,4,8,1"
"22091A3299,Amber Madden,DS,3,40.66,26,6,0,3,0,9,2,9,17"
"22091A3398,Catherine Zavala,AIML,3,53.14,20,0,0,4,2,11,2,4,25"
"22091A3312,Heather Flores,AIML,3,44.72,30,7,8,2,0,15,5,10,29"
"22091A0220,Tracy Wilson,EEE,3,52.88,7,0,3,1,1,23,4,6,0"
"22091A3336,Leah Merritt,AIML,3,19.58,26,6,6,4,5,6,4,1,12"
"21091A3245,Kristine Hayes,DS,4,49.13,11,4,1,3,1,14,1,7,14"
"22091A3489,Bobby Young,Business Systems,3,55.31,3,9,0,2,3,15,3,0,23"
"24091A3423,Roy Taylor,Business Systems,1,50.45,28,3,8,4,2,1,1,6,24"
"24091A0218,Amanda Rodriguez,EEE,1,88.92,15,6,2,1,1,10,5,7,22"
"22091A0759,Anthony Jenkins,Mech,3,19.24,27,8,5,4,4,8,3,1,25"
"24091A3457,Darrell Erickson,Business Systems,1,19.43,5,9,6,5,4,15,1,6,12"
"24091A0519,John Evans,CSE,1,2.46,2,0,3,4,2,23,2,10,29"
"24091A3450,Nicholas White,Business Systems,1,47.2,7,2,2,1,5,13,4,6,26"
"24091A3278,Beth Hughes,DS,1,38.12,23,0,6,1,2,8,3,2,1"
"24091A3433,Louis Tyler,Business Systems,1,84.8,25,0,6,5,3,24,2,0,0"
"24091A0141,Kaitlyn Johnson,Civil,1,52.6,16,0,5,1,2,16,3,7,27"
"24091A3449,Connie White,Business Systems,1,92.75,22,2,9,0,2,8,1,0,21"
"23091A0567,Jill Kirby,CSE,2,52.66,15,0,0,4,3,3,1,8,13"
"24091A0514,Jeremy Montgomery,CSE,1,24.96,7,3,3,1,4,21,5,8,23"
"24091A0721,Jessica Pacheco,Mech,1,5.67,3,9,6,2,2,15,2,5,17"
"21091A3287,Robin Aguilar,DS,4,95.3,15,7,8,1,4,2,4,4,28"
"24091A3273,Molly Ray,DS,1,87.73,18,8,6,4,1,5,1,10,13"
"21091A0114,David Blake,Civil,4,24.02,21,8,1,3,1,13,2,5,14"
